"book_id","dua_global_id","ID","dua_segment_id","top","arabic_diacless","arabic","transliteration","translations","bottom","reference","app_reference"
"1","247","130.11","","আল-বাকিয়াতুস সালিহাত’ তথা চিরস্থায়ী নেক আমল হচ্ছে,","سبحان اللٰه، والحمد للٰه، ولا الٰه الا اللٰه، واللٰه اكبر، ولا حول ولا قوة الا باللٰه","سُبْحَانَ اللّٰهِ، وَالْحَمْدُ لِلّٰهِ، وَلَآ اِلٰهَ اِلَّا اللّٰهُ، وَاللّٰهُ اَكْبَرُ، وَلَا حَوْلَ وَلَا قُوَّةَ اِلَّا بِاللّٰهِ","সুবহা-নাল্লা-হি, ওয়ালহামদুলিল্লা-হি, ওয়া লা-ইলা-হা ইল্লাল্লা-হু, ওয়াল্লা-হু আকবার, ওয়ালা হাউলা ওয়ালা কূওয়াতা ইল্লা বিল্লা-হি","আল্লাহ পবিত্র-মহান। সকল হামদ-প্রশংসা আল্লাহর। আল্লাহ ছাড়া কোনো হক্ব ইলাহ নেই। আল্লাহ সবচেয়ে বড়। আর আল্লাহর সাহায্য ছাড়া (পাপ কাজ থেকে দূরে থাকার) কোনো উপায় এবং (সৎকাজ করার) কোনো শক্তি কারো নেই।","","মুসনাদে আহমাদ নং ৫১৩; আহমাদ শাকের এর তারতীব অনুসারে, আর তার সনদ বিশুদ্ধ। দেখুন, মাজমাউয যাওয়ায়িদ, ১/২৯৭; ইবন হাজার বুলুগুল মারাম গ্রন্থে এটাকে আবু সা‘ঈদ রাদিয়াল্লাহু ‘আনহু এর বর্ণনায় ইমাম নাসাঈ (আস-সুনানুল কুবরা, নং ১০৬১৭) নিয়ে এসেছেন বলে ইঙ্গিত করেছেন এবং বলেছেন যে, হাদীসটিকে ইবন হিব্বান (নং ৮৪০) ও হাকেম (১/৫৪১) সহীহ বলেছেন।","2:4:2:442,2:4:43:288,2:6:34:52,2:3:11:49,2:2:48:42,2:4:8:92,2:5:48:228"
"1","248","131","","আব্দুল্লাহ ইবন ‘আমর রাদিয়াল্লাহু ‘আনহুমা বলেন, “আমি নবী সাল্লাল্লাহু আলাইহি ওয়াসাল্লামকে দেখেছি আঙুল ভাঁজ করে তাসবীহ গুনতেন”। অপর বর্ণনায় অতিরিক্ত এসেছে, “তাঁর ডান হাতে।”",".",".","","","","আবূ দাউদ ২/৮১, নং ১৫০২; তিরমিযী ৫/৫২১, নং ৩৪৮৬। আরও দেখুন, সহীহুল জামে‘ ৪/২৭১, নং ৪৮৬৫, আর শাইখ আলবানী সহীহ সুনান আবি দাউদে (১/৪১১) এটাকে সহীহ বলেছেন।",""
"1","249","132.1","","আল্লাহ্ দরূদ ও সালাম এবং বরকত বর্ষণ করুন আমাদের নবী মুহাম্মাদ, তাঁর বংশধর ও তাঁর সকল সাহাবীগণের উপর।","","","","","","",""
"2","250","133","1","","بسم اللٰه الرحمٰن الرحيم","بِسْمِ اللّٰهِ الرَّحْمٰنِ الرَّحِيْمِ","বিসমিল্লাহির রাহমা-নির রাহি-ম","পরম করুণাময় অতি দয়ালু আল্লাহর নামে","","",""
"2","250","133","2","","الحمد للٰه رب العٰلمينۙ‏","اَلْحَمْدُ لِلّٰهِ رَبِّ الْعٰلَمِيْنَۙ‏","আলহামদু লিল্লাহি রাব্বিল আ’-লামি-ন।","সমস্ত প্রশংসা আল্লাহর জন্য, যিনি সৃষ্টিকুলের রব।","","",""
"2","250","133","3","","الرحمٰن الرحيمۙ‏","اَلرَّحْمٰنِ الرَّحِيْمِۙ‏","আররাহমা-নির রাহি-ম","দয়াময়, পরম দয়ালু,","","",""
"2","250","133","4","","مٰلك يوم الدينؕ","مٰلِكِ يَوْمِ الدِّيْنِؕ","মা-লিকি ইয়াওমিদ্দি-ন","বিচার দিবসের মালিক।","","",""
"2","250","133","5","","اياك نعبد واياك نستعينؕ","اِيَّاكَ نَعْبُدُ وَاِيَّاكَ نَسْتَعِيْنُؕ","ইয়্যা-কা না’বুদু ওয়া ইয়্যা-কা নাসতাই’-ন","আপনারই আমরা ইবাদাত করি এবং আপনারই নিকট আমরা সাহায্য চাই।","","",""
"2","250","133","6","","اهدنا الصراط المستقيمۙ‏","اِهْدِنَا الصِّرَاطَ الْمُسْتَقِيْمَۙ‏","ইহদিনাস সিরাতা’ল মুসতাকি’-ম","আমাদেরকে সরল পথের হিদায়াত দিন।","","",""
"2","250","133","7","","صراط الذين انعمت عليهم ۙ‏غير المغضوب عليهم ولا الضالين","صِرَاطَ الَّذِيْنَ اَنْعَمْتَ عَلَيْهِمْ ۙ‏غَيْرِ الْمَغْضُوْبِ عَلَيْهِمْ وَلَا الضَّآلِّيْنَ","সিরাতা’ল্লা যি-না আনআ’মতা আ’লাইহিম গা’ইরিল মাগ’দু’বি আ’লাইহিম ওয়ালা দ্দ—ল্লি-ন।","তাদের পথ, যাদেরকে নিয়ামত দিয়েছেন। যাদের উপর (আপনার) ক্রোধ আপতিত হয়নি এবং যারা পথভ্রষ্টও নয়।","","সূরা আল-ফাতিহা - ১:১-৭","2:1:54:19,2:1:56:153,2:1:65:75,2:1:66:70,2:1:79:34,2:1:97:166,2:2:4:54,2:2:4:56,2:2:32:89,2:2:32:113,2:2:32:114,2:3:11:29,2:3:11:30,2:3:11:31,2:3:11:32,2:3:11:33,2:4:2:394,2:4:2:397,2:4:2:398,2:4:18:18,2:4:20:63,2:4:20:100,2:4:20:135,2:4:32:33,2:4:42:152,2:4:43:364,2:5:2:98,2:5:42:30,2:5:47:163,2:6:8:18,2:7:17:25,2:7:55:3,2:11:44:9,2:11:45:3,2:11:45:4,2:11:45:6,2:11:45:8,2:11:45:9,2:11:45:10,2:11:45:15,2:2:6:240,2:3:11:27,2:3:11:28,2:3:11:34,2:3:11:38,2:4:2:370,2:4:2:392,2:4:2:393,2:4:2:431,2:4:3:13,2:4:8:42,2:4:8:43,2:5:2:151,2:5:3:27,2:5:43:5,2:5:48:47,2:5:48:52,2:5:48:53,2:5:48:54,2:5:48:135,2:6:5:582,2:6:6:14,2:10:44:3,2:11:40:2,2:11:40:8,2:11:40:16,2:14:0:8,2:2:4:41,2:5:47:6,2:7:3:41"
"2","251","134","","","اعوذ باللٰه ان اكون من الجاهلين","اَعُوْذُ بِاللّٰهِ اَنْ اَكُوْنَ مِنَ الْجَاهِلِيْنَ","আ‘ঊযুবিল্লা-হি আন্ আকূনা মিনাল্ জ্বা-হিলীন্","আমি মূর্খদের অন্তর্ভুক্ত হওয়া থেকে আল্লাহর আশ্রয় চাচ্ছি","দোয়ার প্রেক্ষাপট: জাতির মিথ্যাচারের বিপরীতে আল্লাহর নিকট হযরত মূসা (আঃ) এর প্রার্থনা।","সূরা আল বাকারাহ - ২:৬৭","01:02:67"
"2","252","135","","","رب اجعل هٰذا بلدا اٰمنا وارزق اهلهٗ من الثمرٰت من اٰمن منهم باللٰه واليوم الاٰخر","رَبِّ اجْعَلْ هٰذَا بَلَدًا اٰمِنًا وَّارْزُقْ اَهْلَهٗ مِنَ الثَّمَرٰتِ مَنْ اٰمَنَ مِنْهُمْ بِاللّٰهِ وَالْيَوْمِ الْاٰخِرِ","রব্বিজ্ব ‘আল্ হা-যা- বালাদান্ আ-মিনাওঁ র্অযুক্ব ্ আহ্লাহূ মিনাছ্ ছামারা-তি মান্ আ-মানা মিন্হুম্ বিল্লা-হি অল্ইয়াওমিল্ আ-খির","হে আমার রব, আপনি একে নিরাপদ নগরী বানান এবং এর অধিবাসীদেরকে ফল-মুলের রিযিক দিন যারা আল্লাহ ও শেষ দিনের প্রতি ঈমান এনেছে’। তিনি বললেন, ‘যে কুফরী করবে, তাকে আমি স্বল্প ভোগোপকরণ দিব। অতঃপর তাকে আগুনের আযাবে প্রবেশ করতে বাধ্য করব। আর তা কত মন্দ পরিণতি","","সূরা আল বাকারাহ - ২:১২৬","01:02:126"
"2","253","136","1","","ربنا تقبل منا ‌ؕانك انت السميع العليم","رَبَّنَا تَقَبَّلْ مِنَّا ‌ؕاِنَّكَ اَنْتَ السَّمِيْعُ الْعَلِيْمُ","রব্বানা-তাক্বাব্বাল্ মিন্ ; ইন্নাকা আনতাস্ সামী‘উল্ ‘আলীম্।","হে আমাদের রব, আমাদের পক্ষ থেকে কবূল করুন। নিশ্চয় আপনি সর্বশ্রোতা, সর্বজ্ঞানী","","",""
"2","253","136","2","","ربنا واجعلنا مسلمين لـك ومن ذرىتنا امة مسلمة لك وارنا مناسكنا وتب علينا ۚ انك انت التواب الرحيم","رَبَّنَا وَاجْعَلْنَا مُسْلِمَيْنِ لَـكَ وَمِنْ ذُرِّىَّتِنَآ اُمَّةً مُّسْلِمَةً لَّكَ وَاَرِنَا مَنَاسِكَنَا وَتُبْ عَلَيْنَا ۚ اِنَّكَ اَنْتَ التَّوَّابُ الرَّحِيْمُ","রব্বানা- অজ্ব্‘আল্না- মুস্লিমাইনি লাকা অমিন্ র্যুরিয়্যাতিনা- উম্মাতাম্ মুস্লিমাতাল্লাকা অআরিনা-মানা-সিকানা-অতুব্ ‘আলাইনা-ইন্নাকা আন্তাত্ তাওয়্যা-র্বু রাহীম্।","হে আমাদের রব, আমাদেরকে আপনার অনুগত করুন এবং আমাদের বংশধরের মধ্য থেকে আপনার অনুগত জাতি বানান। আর আমাদেরকে আমাদের ইবাদাতের বিধি-বিধান দেখিয়ে দিন এবং আমাদেরকে ক্ষমা করুন। নিশ্চয় আপনি ক্ষমাশীল, পরম দয়ালু","দোয়ার প্রেক্ষাপট: হযরত ইব্রাহীম (আ.) ও হযরত ইসমাঈল (আ.) কাবাগৃহ পুনঃনির্মানের পর এ কাজ কবুল করতে ও হেদায়াতের উপর অটল-অবিচল রাখতে আল্লাহ তা'আলার নিকট এরূপ দু'আ করেন।","সূরা আল বাকারাহ - ২:১২৭-১২৮","01:02:127"
"2","254","137","","","ربنا اٰتنا فى الدنيا حسنة وفى الاٰخرة حسنة وقنا عذاب النار","رَبَّنَآ اٰتِنَا فِى الدُّنْيَا حَسَنَةً وَّفِى الْاٰخِرَةِ حَسَنَةً وَّقِنَا عَذَابَ النَّارِ","রব্বানায় আ-তিনা-ফিদ্ দুন্ইয়া-হাসানাতাওঁ অফিল্ আ-খিরাতি হাসানাতাওঁ অক্বিনা-‘আযা-বান্না-র।","হে আমাদের রব, আমাদেরকে দুনিয়াতে কল্যাণ দিন। আর আখিরাতেও কল্যাণ দিন এবং আমাদেরকে আগুনের আযাব থেকে রক্ষা করুন।","দোয়ার প্রেক্ষাপট: এটি দুনিয়া-আখিরাত উভয় জগতে সফলতার জন্য মু'মিন ব্যাক্তিদের আল্লাহর দরবারে সর্বশ্রেষ্ঠ প্রার্থনা, সহীহ হাদীস থেকে জানা যায়, আনাস (রা.) থেকে বর্ণিত। রাসূলুল্লাহ (সা.) তাঁর জীবনে অধিকাংশ সময় এ দু'আটি করতেন। -(সহীহ আল-বুখারী-৫ম খন্ড, কিতাবুদ দাওয়াত-দু'আ অধ্যায়, হাদীস নং- ৫৯৪১ এবং সুনান আবু দাউদ-২য় খন্ড, কিতাবুস সালাত অধ্যায়, হাদীস নং-১৫১৯","সূরা আল বাকারাহ - ২:২০১","1:2:201,2:1:65:47,2:1:80:84,2:2:48:37,2:4:8:104,2:4:11:172,2:6:25:79,2:2:48:36,2:9:17:3"
"2","255","138","","","ربنا افرغ علينا صبرا وثبت اقدامنا وانصرنا على القوم الکٰفرينؕ","رَبَّنَآ اَفْرِغْ عَلَيْنَا صَبْرًا وَّثَبِّتْ اَقْدَامَنَا وَانْصُرْنَا عَلَى الْقَوْمِ الْکٰفِرِيْنَؕ","রব্বানায় আফ্রিগ্ ‘আলাইনা-ছোয়াব্রাওঁ অছাব্বিত্ আক্ব ্দা-মানা-অর্ন্ছুনা-‘আলাল্ ক্বাওমিল্ কা-ফিরীন্।","হে আমাদের রব, আমাদের উপর ধৈর্য ঢেলে দিন, আমাদের পা স্থির রাখুন এবং আমাদেরকে কাফের জাতির বিরুদ্ধে সাহায্য করুন।","দোয়ার প্রেক্ষাপট: হযরত দাউদ (আ.)-এর সময়কালীন শক্তিশালী কাফির জালুত ও তার সৈন্যদের মোকাবিলায় আল্লাহ কর্তৃক মনোনীত বাদশাহ তালুত-এর সৈন্যদের আল্লাহর দরবারে প্রার্থনা। আল্লাহ তা'আলা তাদের এ দু'আ কবুল করেন। যুদ্ধে জালুত নিহত এবং তার দল পরাজিত হয়। এ ছাড়াও তাদের এ সময়কার আরেকটি সাহসী উক্তি ছিলো: کَمْ مِّنْ فِئَةٍ قَلِيْلَةٍ غَلَبَتْ فِئَةً کَثِيْرَةً بِۢاِذْنِ اللّٰهِ ۗ وَا للّٰهُ مَعَ الصّٰبِرِيْنَ 'কত ক্ষুদ্র দল বিজয় লাভ করেছে বৃহৎ দলের উপর আল্লাহর ইচ্ছায়। বস্তুতঃ আল্লাহ অটল সংকল্পকারীদের সাথেই থাকেন'-(সূরা ২ আল-বাকারা : ২৪৯)","সূরা আল বাকারাহ - ২:২৫০","01:2:250"
"2","256","139","","","سمعنا واطعنا‌ غفرانك ربنا واليك المصير","سَمِعْنَا وَاَطَعْنَا‌ غُفْرَانَكَ رَبَّنَا وَاِلَيْكَ الْمَصِيْرُ","সামি’না- অআত্বোয়া’না- গুফ্রা-নাকা রব্বানা- অইলাইকাল্ মার্ছীর","আমরা শুনলাম এবং মানলাম। হে আমাদের রব! আমরা আপনারই ক্ষমা প্রার্থনা করি, আর আপনার দিকেই প্রত্যাবর্তনস্থল।","দোয়ার প্রেক্ষাপট: ইসলাম গ্রহণ, আনুগত্যের স্বীকৃতি, ক্ষমা প্রার্থনা ও আখিরাতে আল্লাহর নিকট জবাবদিহিতার মানসিকতাসহ তওবা।","সূরা আল বাকারাহ - ২:২৮৫","01:06:45"
"2","257","140","","","ربنا لا تؤاخذنا ان نسينا او اخطانا ‌ۚ ربنا ولا تحمل علينا اصرا كما حملتهٗ علٰى الذين من قبلنا ‌‌ۚربنا ولا تحملنا ما لا طاقة لنا بهٖ‌ ۚواعف عنا واغفر لنا وارحمنا انت مولٰىنا فانصرنا على القوم الكٰفرين","رَبَّنَا لَا تُؤَاخِذْنَآ اِنْ نَّسِيْنَآ اَوْ اَخْطَاْنَا ‌ۚ رَبَّنَا وَلَا تَحْمِلْ عَلَيْنَآ اِصْرًا كَمَا حَمَلْتَهٗ عَلٰى الَّذِيْنَ مِنْ قَبْلِنَا ‌‌ۚرَبَّنَا وَلَا تُحَمِّلْنَا مَا لَا طَاقَةَ لَنَا بِهٖ‌ ۚوَاعْفُ عَنَّا وَاغْفِرْ لَنَا وَارْحَمْنَا اَنْتَ مَوْلٰىنَا فَانْصُرْنَا عَلَى الْقَوْمِ الْكٰفِرِيْنَ","রব্বানা- লা-তুআ-খিয্না য় ইন্নাসী য় না-আও আখ্ত্বোয়ানা-, রব্বানা- অলা-তাহ্মিল্ ‘আলাইনায় ইছরান কামা-হামাল্তাহূ ‘আলাল্লাযীনা মিন্ ক্বাব্লিনা-, রব্বানা- অলা-তুহাম্মিল্না- মা-লা-ত্বোয়া-ক্বাতা লানা-বিহ্;অ’ফু ‘আন্না-অর্গ্ফি লানা- র্অহাম্না- আন্তা মাওলা-না- ফান্ছুরনা- ‘আলাল্ ক্বাওমিল্ কা-ফিরীন্","হে আমাদের রব! আমরা যদি ভুলে যাই, অথবা ভুল করি তাহলে আপনি আমাদেরকে পাকড়াও করবেন না। হে আমাদের রব, আমাদের উপর বোঝা চাপিয়ে দেবেন না, যেমন আমাদের পূর্ববর্তীদের উপর চাপিয়ে দিয়েছেন। হে আমাদের রব, আপনি আমাদেরকে এমন কিছু বহন করাবেন না, যার সামর্থ্য আমাদের নেই। আর আপনি আমাদেরকে মার্জনা করুন এবং আমাদেরকে ক্ষমা করুন, আর আমাদের উপর দয়া করুন। আপনি আমাদের অভিভাবক। অতএব আপনি কাফির সমপ্রদায়ের বিরুদ্ধে আমাদেরকে সাহায্য করুন।","সহীহ হাদীস থেকে জানা যায়-আব্দুল্লাহ ইবনে আব্বাস (রা.) থেকে বর্ণিত। তিনি বলেছেন, একদিন জিবরীল (আ.) নবী (সা.)-এর কাছে বসা ছিলেন। সেই সময় তিনি উপর দিক থেকে দরজা খোলার একটা প্রচন্ড আওয়াজ শুনতে পেয়ে মাথা উঠিয়ে বললেন, এটি আসমানের একটি দরজা। আজকেই এটি খোলা হলো-ইতিপূর্বে আর কখনো খোলা হয়নি। আর এই দরজা দিয়ে একজন ফেরেশতা পৃথিবীতে নেমে আসলেন। আজকের এই দিনের আগে তিনি আর কখনো পৃথিবীতে আসেননি। তারপর তিনি সালাম দিয়ে বললেন, আপনি আপনাকে দেওয়া দুটি নূর বা আলোর সুসংবাদ গ্রহন করুন। আপনার পূর্বে আর কোন নবীকে তা দেয়া হয়নি। আর এই দুইটি নূর হলো ফাতিহাতুল কিতাব বা সূরা ফাতিহা এবং সূরা বাকারার শেষাংশ। এর যে কোন হরফ আপনি পড়বেন। তার মধ্যকার প্রার্থিত বিষয় আপনাকে দেয়া হবে-(সহীহ মুসলিম-৩য় খন্ড,আল-কুরআনের মর্যাদা অধ্যায়, হাদীস নং-১৭৫৪)। ফলে এ দু'আ আল্লাহ তা'আলার পক্ষ থেকে রাসূলুল্লাহ(সা.)-কে প্রদানকৃত দু'টি বিশেষ নূরের মধ্যকার একটি নূরের অংশ বিশেষ। এ দু'আ শেষে 'আমীন' বললে প্রার্থিত বিষয়গুলো কবুল করা হয় বলেও হাদীসে উল্লেখ রয়েছে।
এছাড়াও সহীহ হাদীসে রয়েছে-আবু মাসউদ আল-আনসারী (রা.) থেকে বর্ণিত। তিনি বলেন, রাসূল (সা.) বলেছেন: যে ব্যাক্তি রাতে সূরা আল বাকারার শেষ দুই আয়াত তিলওয়াত করবে তা তার সে রাতের জন্যে যথেষ্ট হবে - (সহীহ আল-বুখারী-৪র্থ খন্ড, কিতাবু ফাযায়েল কুরআন-কুরআনের ফযীলত অধ্যায়, হাদীস নং-২৮১৭)। অন্য সহীহ হাদীস-নোমান ইবনে বশীর (রা.) থেকে বর্ণিত। তিনি বলেন, রাসূল (সাঃ) বলেছেন, আল্লাহ আসমান যমীন সৃষ্টির দুই হাজার বছর পূর্বে একটি কিতাব লিখেছেন। সেই কিতাব থেকে দুটি আয়াত নাযিল করা হয়েছে। সেই দুইটি আয়াতের মাধ্যেমেই সূরা আল বাকারা সমাপ্ত করা হয়েছে। যে ঘরে তিন রাত এ দুইটি আয়াত তিলওয়াত করা হয় শয়তান সেই ঘরের কাছে আসতে পারে না - (জামে আত-তিরমিযী-৫ম খন্ড, আবওয়াবু ফাদাইলিল কুরআন-কুরআনের ফযীলত অধ্যায়, হাদীস নং-২৮১৮)","সূরা আল বাকারাহ - ২:২৮৬","01:06:46"
"2","258","141","1","","ربنا لا تزغ قلوبنا بعد اذ هديتنا وهب لنا من لدنك رحمة‌ ۚانك انت الوهاب‏","رَبَّنَا لَا تُزِغْ قُلُوْبَنَا بَعْدَ اِذْ هَدَيْتَنَا وَهَبْ لَنَا مِنْ لَّدُنْكَ رَحْمَةً‌ ۚاِنَّكَ اَنْتَ الْوَهَّابُ‏","রব্বানা-লা-তুযিগ্ কুলূবানা- বা’দা ইয্ হাদাইতানা-অহাবলানা-মিল্ লাদুন্কা রহ্মাতান্ , ইন্নাকা আন্তাল্ অহ্হা-ব্","হে আমাদের রব, আপনি হিদায়াত দেয়ার পর আমাদের অন্তরসমূহ বক্র করবেন না এবং আপনার পক্ষ থেকে আমাদেরকে রহমত দান করুন।","","",""
"2","258","141","2","","ربنا انك جامع الناس ليوم لا ريب فيه‌ؕ ان اللٰه لا يخلف الميعاد","رَبَّنَآ اِنَّكَ جَامِعُ النَّاسِ لِيَوْمٍ لَّا رَيْبَ فِيْهِ‌ؕ اِنَّ اللّٰهَ لَا يُخْلِفُ الْمِيْعَادَ","রব্বানায় ইন্নাকা জ্বা-মি‘উন্ না-সি লিইয়াওমিল্ লা-রাইবা ফীহ্; ইন্নাল্লা-হা লা-ইয়ুখ্লিফুল্ মী‘আ-দ্।","হে আমাদের রব, নিশ্চয় আপনি মানুষকে সমবেত করবেন এমন একদিন, যাতে কোন সন্দেহ নেই। নিশ্চয় আল্লাহ প্রতিশ্রুতি ভঙ্গ করেন না।","দোয়ার প্রেক্ষাপট: আল-কুরআন থেকে সঠিক পথপ্রাপ্তি ও হেদায়াতের উপর অটল-অবিচল থাকার জন্যে আল্লাহর নিকট প্রার্থনা। শাহর ইবনে হাওশাব (র.) থেকে বর্ণিত, তিনি বলেন, আমি উম্মু সালাম (রা.) কে বললাম, হে উম্মুল মু'মিনীন, রাসূলুল্লাহ সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম আপনার নিকট অবস্থানকালে প্রায়শ কোন দু'আটি পড়তেন? উম্মে সালামা (রা.) বলেন, তিনি প্রায়শ এ দু'আ পড়তেন, -يَا مُقَلِّبَ الْقُلُوْبِ ثَبِّتْ قَلْبِي عَلَي دِيْنِكَ ইয়া মুক্বল্লিবাল কুলুব,ছাব্বিত ক্বলবী আ'লা দ্বী-নিক। 'হে অন্তর সমূহের পরিবর্তনকারী,আমার অন্তরকে তোমার দ্বীনের উপর স্থির রাখ'। উম্মু সালামা (রা.) বলেন,আমি বললাম, হে আল্লাহর রাসূল,আপনি প্রায়শ 'হে অন্তরসমূহ পরিবর্তনকারী, আমার অন্তর তোমার দ্বীনের উপর স্থির রাখ' দু'আটি কেন পড়েন? তিনি বললেন, হে উম্মু সালামা। এমন কোন মানুষ নেই যার অন্তর আল্লাহর দুই আঙ্গুলের মাঝখানে অবস্থিত নয়। তিনি যাকে ইচ্ছা(দ্বীনের উপর) স্থির রাখেন এবং যাকে ইচ্ছা (দ্বীন থেকে) বাঁকা করে দেন। অত:পর রাবী মুআয ইবনে মুআয (র.) কুরআনের এ আয়াত তিলওয়াত করেন- 
رَبَّنَا لَا تُزِغْ قُلُوْبَنَا بَعْدَ اِذْ هَدَيْتَنَا....
রাব্বানা-লা-তুঝিগ কুলূবানা-বা‘দা ইয হাদাইতানা... 'হে আমাদের রব,আমাদের সৎপথে পরিচালিত করার পর তুমি আমাদের অন্তরসমূহকে বিপথগামী করো না'-(জামে আত-তিরমিযী,৬ষ্ঠ খন্ড,আবওয়াবুদ দাওয়াত-দু'আ বিষয়ক অধ্যায়,হাদীস নং-৩৪৫৩)","সূরা আলে ইমরান - ৩:৮-৯","01:03:08"
"2","259","142","","","ربنا اننا اٰمنا فاغفر لنا ذنوبنا وقنا عذاب النار","رَبَّنَآ اِنَّنَآ اٰمَنَّا فَاغْفِرْ لَنَا ذُنُوْبَنَا وَقِنَا عَذَابَ النَّارِ","রব্বানায় ইন্নানায় আ-মান্না-ফার্গ্ফিলানা- যুনূবানা- অক্বিনা- ‘আযা-বান্ নার্-।","হে আমাদের রব, নিশ্চয় আমরা ঈমান আনলাম। অতএব, আমাদের পাপসমূহ ক্ষমা করুন এবং আমাদেরকে আগুনের আযাব থেকে রক্ষা করুন।","দোয়ার প্রেক্ষাপট: আখিরাতের উপর বিশ্বাসী, ধৈর্যশীল, সত্যপরায়ণ, অনুগত, দানশীল ও রাতের শেষাংশে প্রার্থনাকারীদের দু'আ।","সূরা আলে ইমরান - ৩:১৬","01:03:16"
"2","260","143","","","رب هب لى من لدنك ذرية طيبة‌ ۚانك سميع الدعاۤء‏","رَبِّ هَبْ لِىْ مِنْ لَّدُنْكَ ذُرِّيَّةً طَيِّبَةً‌ ۚاِنَّكَ سَمِيْعُ الدُّعَاۤءِ‏","রব্বি হাব্লী মিল্লাদুন্কা র্যুরিয়্যাতান্ ত্বোয়াইয়িবাতান্, ইন্নাকা সামী ‘উদ্ দু‘আ - য়্।","হে আমার রব, আমাকে আপনার পক্ষ থেকে উত্তম সন্তান দান করুন। নিশ্চয় আপনি প্রার্থনা শ্রবণকারী।","দোয়ার প্রেক্ষাপট: হযরত যাকারিয়া (আ.)-এর আল্লাহর দরবারে নেক-সন্তান-প্রাপ্তির জন্য প্রার্থনা।","সূরা আলে ইমরান - ৩:৩৮","01:03:38"
"2","261","144","","","ربنا اٰمنا بما انزلت واتبعنا الرسول فاكتبنا مع الشٰهدين","رَبَّنَآ اٰمَنَّا بِمَآ اَنْزَلْتَ وَاتَّبَعْنَا الرَّسُوْلَ فَاكْتُبْنَا مَعَ الشّٰهِدِيْنَ","রব্বানায় আ-মান্না-বিমায় আন্যাল্তা অত্তাবা’র্না রাসূলা ফাক্তুব্না- মা‘আশ্ শা-হিদীন্।","হে আমাদের রব, আপনি যা নাযিল করেছেন তার প্রতি আমরা ঈমান এনেছি এবং আমরা রাসূলের অনুসরণ করেছি। অতএব, আমাদেরকে সাক্ষ্যদাতাদের তালিকাভুক্ত করুন।","দোয়ার প্রেক্ষাপট: চরম নির্যাতনের মুখে হযরত ঈসা (আ.)-এর অনুসারীরা 'আল্লাহর সাহায্যকারী' হিসেবে তাদের সাক্ষ্য কবুল করতে আল্লাহর দরবারে এরূপ প্রার্থনা করে।","সূরা আলে ইমরান - ৩:৫৩","1:3:53,2:4:5:11"
"2","262","145","","","ربنا اغفر لنا ذنوبنا واسرافنا في امرنا وثبت اقدامنا وانصرنا على القوم الكٰفرين‏","رَبَّنَا اغْفِرْ لَنَا ذُنُوْبَنَا وَاِسْرَافَنَا فِيْٓ اَمْرِنَا وَثَبِّتْ اَقْدَامَنَا وَانْصُرْنَا عَلَى الْقَوْمِ الْكٰفِرِيْنَ‏","রব্বানাগ্ র্ফিলানা- যুনূবানা- অইস্রা-ফানা- ফী য় আম্রিনা-অছাব্বিত্ আক্বদা-মানা- অর্ন্ছুনা- ‘আলাল্ ক্বাওমিল্ কা-ফিরীন্।","হে আমাদের রব, আমাদের পাপ ও আমাদের কর্মে আমাদের সীমালঙ্ঘন ক্ষমা করুন এবং অবিচল রাখুন আমাদের পা সমূহকে, আর কাফির কওমের উপর আমাদেরকে সাহায্য করুন।","দোয়ার প্রেক্ষাপট: আল্লাহর পথে বিপদ-মুসিবতে পতিত ঈমানদারদের আল্লাহর সাহায্য প্রার্থনায় সর্বোত্তম দু'আ - যা কবুল করে আল্লাহ তা'আলা প্রার্থনাকারীদের দুনিয়া ও আখিরাতে সফলতা দানের প্রতিশ্রুতি দিয়েছেন।","সূরা আলে ইমরান - ৩:১৪৭","01:05:27"
"2","263","146","1","","ربنا ما خلقت هٰذا باطلا ۚسبحٰنك فقنا عذاب النار","رَبَّنَا مَا خَلَقْتَ هٰذَا بَاطِلًا ۚسُبْحٰنَكَ فَقِنَا عَذَابَ النَّارِ","রব্বানা- মা- খালাক্ব্তা হা-যা-বা-ত্বিলা-; সুব্হা-নাকা ফাক্বিনা- ‘আযা-বান্ নার্-।","হে আমাদের রব, তুমি এসব অনর্থক সৃষ্টি করনি। তুমি পবিত্র মহান। সুতরাং তুমি আমাদেরকে আগুনের আযাব থেকে রক্ষা কর","","সূরা আলে ইমরান ৩:১৯১",""
"2","263","146","2","","ربنا انك من تدخل النار فقد اخزيتهٗ ‌ؕ وما للظٰلمين من انصار","رَبَّنَآ اِنَّكَ مَنْ تُدْخِلِ النَّارَ فَقَدْ اَخْزَيْتَهٗ ‌ؕ وَمَا لِلظّٰلِمِيْنَ مِنْ اَنْصَارٍ","রব্বানা য় ইন্নাকা মান্ তুদ্খিলিন্না-রা ফাক্বাদ্ আখ্যাইতাহূ অমা- লিজ্জোয়া-লিমীনা মিন্ আনছোয়ার্-।","হে আমাদের রব, নিশ্চয় তুমি যাকে আগুনে প্রবেশ করাবে, অবশ্যই তাকে তুমি অপমান করবে। আর যালিমদের জন্য কোন সাহায্যকারী নেই","","সূরা আলে ইমরান ৩:১৯২",""
