"dua_global_id","dua_segment_id","word_id","arabic","bn"
"58","1","3","الْجَنَّةَ","জান্নাত"
"58","1","4","وَاَعُوْذُ","ও আমি আশ্রয় চাই"
"58","1","5","بِكَ","আপনার কাছে"
"58","1","6","مِنَ","থেকে"
"58","1","7","النَّارِ","জাহান্নাম (এর আগুন )"
"59","1","0","اَللّٰهُمَّ","হে আল্লাহ!"
"59","1","1","بِعِلْمِكَ","আপনার জ্ঞান"
"59","1","2","الْغَيْبَ","গায়েবী"
"59","1","3","وَقُدْرَتِكَ","এবং আপনার সার্বভৌম ক্ষমতার"
"59","1","4","عَلَى","উপর"
"59","1","5","الْخَلْقِ","সকল সৃষ্টির"
"59","1","6","اَحْيِنِيْ","আমাকে জীবিত রাখুন"
"59","1","7","مَا","যা"
"59","1","8","عَلِمْتَ","আপনার জ্ঞানে"
"59","1","9","الْحَيَاةَ","জীবিত থাকা"
"59","1","10","خَيْرًا","উত্তম"
"59","1","11","لِّيْ،","আমার জন্য"
"59","1","12","وَتَوَفَّنِيْ","ও আমাকে মৃত্যু দিন"
"59","1","13","اِذَا","যা"
"59","1","14","عَلِمْتَ","আপনার জ্ঞানে"
"59","1","15","الْوَفَاةَ","মৃত্যু"
"59","1","16","خَيْرًا","উত্তম"
"59","1","17","لِيْ،","আমার জন্য"
"59","1","18","اَللّٰهُمَّ","হে আল্লাহ!"
"59","1","19","اِنِّيْ","নিশ্চয় আমি"
"59","1","20","اَسْاَلُكَ","আমি আপনার নিকট চাই"
"59","1","21","خَشْيَتَكَ","আপনাকে ভয় করা"
"59","1","22","فِيْ","এ"
"59","1","23","الْغَيْبِ","গোপন"
"59","1","24","وَالشَّهَادَةِ","ও প্রকাশ্যে"
"59","2","0","وَاَسْاَلُكَ","এবং আমি আপনার নিকট চাই"
"59","2","1","كَلِمَةَ","কথা বলা"
"59","2","2","الْحَقِّ","সত্য"
"59","2","3","فِيْ","মধ্যে"
"59","2","4","الرِّضَا","সন্তুষ্টির"
"59","2","5","وَالْغَضَبِ،","ও ক্রোধ"
"59","2","6","وَاَسْاَلُكَ","এবং আমি আপনার নিকট চাই"
"59","2","7","الْقَصْدَ","মধ্যমপন্থা অবলম্বন করতে"
"59","2","8","فِيْ","মধ্যে"
"59","2","9","الْغِنٰى","প্রাচুর্যের"
"59","2","10","وَالْفَقْرِ،","ও দারিদ্র্যে"
"59","2","11","وَاَسْاَلُكَ","এবং আমি আপনার নিকট চাই"
"59","2","12","نَعِيْمًا","নে‘আমত"
"59","2","13","لَا","না"
"59","2","14","يَنْفَدُ،","নি:শেষ হবে"
"59","2","15","وَاَسْاَلُكَ","এবং আমি আপনার নিকট চাই"
"59","2","16","قُرَّةَ","প্রশান্তি"
"59","2","17","عَيْنٍ","নয়নের"
"59","2","18","لَا","না"
"59","2","19","تَنْقَطِعُ،","কখনো বিচ্ছিন্ন হবে"
"59","2","20","وَاَسْاَلُكَ","এবং আমি আপনার নিকট চাই"
"59","2","21","الرِّضَا","সন্তোষ"
"59","2","22","بَعْدَ","পর"
"59","2","23","الْقَضَاءِ","(তাকদীরের) ফয়সালার"
"59","3","0","وَاَسْـاَلُكَ","এবং আমি আপনার নিকট চাই"
"59","3","1","بَرْدَ","প্রশান্ত/শীতল"
"59","3","2","الْعَيْشِ","জীবন"
"59","3","3","بَعْدَ","পর"
"59","3","4","الْمَوْتِ،","মৃত্যুর"
"59","3","5","وَاَسْاَلُكَ","এবং আমি আপনার নিকট চাই"
"59","3","6","لَذَّةَ","স্বাদ"
"59","3","7","النَّظَرِ","দৃষ্টিপাতের"
"59","3","8","اِلَى","প্রতি"
"59","3","9","وَجْهِكَ،","আপনার চেহারার"
"59","3","10","وَالشَّوْقَ","ও ব্যাকুলতা/আগ্রহ"
"59","3","11","اِلٰى","প্রতি"
"59","3","12","لِقَائِكَ","আপনার সাক্ষাৎ লাভের"
"59","3","13","فِيْ","এর মধ্যে"
"59","3","14","غَيْرِ","থাকবে না"
"59","3","15","ضَرَّاءَ","কষ্ট/বিপদ/দুর্দশা"
"59","3","16","مُضِرَّةٍ،","ক্ষতিকর"
"59","3","17","وَلَا","এবং না"
"59","3","18","فِتْنَةٍ","ফেতনা"
"59","3","19","مُضِلَّةٍ،","ভ্রষ্টকারী"
"59","3","20","اَللّٰهُمَّ","হে আল্লাহ!"
"59","3","21","زَيِّنَا","সৌন্দর্যমণ্ডিত করুন"
"59","3","22","بِزِيْنَةِ","সৌন্দর্যে"
"59","3","23","الْاِيْمَانِ،","ঈমানের"
"59","3","24","وَاجْعَلْنَا","এবং আমাদেরকে করুন"
"59","3","25","هُدَاةً","পথপ্রদর্শন/পরিচালনা"
"59","3","26","مُهْتَدِيْنَ","(যারা) হেদায়াত/সুপথ প্রাপ্ত পথপ্রদর্শক"
"60","1","0","اَللّٰهُمَّ","হে আল্লাহ"
"60","1","1","اِنِّيْٓ","নিশ্চয় আমি"
"60","1","2","اَسْاَلُكَ","আপনার নিকট চাই"
"60","1","3","يَا","হে"
"60","1","4","اَللّٰهُ","আল্লাহ"
"60","1","5","بِاَنَّكَ","নিশ্চয় আপনি"
"60","1","6","الْوَاحِدُ","একক"
"60","1","7","الْاَحَدُ","এক/অদ্বিতীয়"
"60","1","8","الصَّمَدُ","অমুখাপেক্ষী"
"60","1","9","الَّذِيْ","যিনি"
"60","1","10","لَمْ","নাই"
"60","1","11","يَلِدْ","জন্ম দেন"
"60","1","12","وَلَمْ","এবং নাই"
"60","1","13","يُوْلَدْ،","জন্ম নেন"
"60","1","14","وَلَمْ","এবং নেই"
"60","1","15","يَكُنْ","(হয়)"
"60","1","16","لَّهٗ","তার"
"60","1","17","كُفُوًا","সমতুল্য/সমকক্ষ"
"60","1","18","اَحَدٌ،","কেউ"
"60","1","19","اَنْ","যে"
"60","1","20","تَغْفِرَ","আপনি ক্ষমা করুন"
"60","1","21","لِيْ","আমাকে"
"60","1","22","ذُنُوبِيْٓ","আমার সকল গুনাহ্সমূহ"
"60","1","23","اِنَّكَ","নিশ্চয়"
"60","1","24","اَنْتَ","আপনি"
"60","1","25","الْغَفُوْرُ","অতীব ক্ষমাশীল"
"60","1","26","الرَّحِّيْمُ","পরম দয়ালু"
"61","1","0","اَللّٰهُمَّ","হে আল্লাহ"
"61","1","1","اِنِّيْٓ","নিশ্চয় আমি"
"61","1","2","اَسْاَلُكَ","আপনার নিকট চাই"
"61","1","3","بِاَنَّ","যেহেতু"
"61","1","4","لَكَ","আপনার জন্য"
"61","1","5","الْحَمْدَ","সকল প্রশংসা"
"61","1","6","لَآ","নেই ( কোনো )"
"61","1","7","اِلٰهَ","ইলাহ"
"61","1","8","اِلَّآ","ব্যতীত"
"61","1","9","اَنْتَ","আপনি"
"61","1","10","وَحْدَكَ","এবং আপনি এক"
"61","1","11","لَا","নাই"
"61","1","12","شَرِيْكَ","অংশীদার"
"61","1","13","لَكَ،","আপনার জন্য"
"61","1","14","الْمَنَّانُ،","সীমাহীন অনুগ্রহকারী"
"61","1","15","يَا","হে"
"61","1","16","بَدِيْعَ","স্রষ্টা"
"61","1","17","السَّمَاوَاتِ","আসমানসমূহ"
"61","1","18","وَالْاَرْضِ","ও যমীনের"
"61","1","19","يَا","হে"
"61","1","20","ذَا","অধিকারী"
"61","1","21","الْجَلَالِ","মহিমাময়"
"61","1","22","وَالْاِكْرَامِ،","ও মহানুভব"
"61","1","23","يَا","হে"
"61","1","24","حَيُّ","চিরঞ্জীব"
"61","1","25","يَا","হে"
"61","1","26","قَيُّوْمُ","চিরস্থায়ী"
"61","1","27","اِنِّيْٓ","নিশ্চয় আমি"
"61","1","28","اَسْاَلُكَ","আপনার নিকট চাই"
"61","1","29","الْجَنَّةَ","জান্নাত"
"61","1","30","وَاَعُوْذُ","ও আমি আশ্রয় চাই"
"61","1","31","بِكَ","আপনার কাছে"
"61","1","32","مِنَ","থেকে"
"61","1","33","النَّارِ","জাহান্নাম"
"62","1","0","اَللّٰهُمَّ","হে আল্লাহ"
"62","1","1","اِنِّيْٓ","নিশ্চয় আমি"
"62","1","2","اَسْاَلُكَ","আপনার নিকট চাই"
"62","1","3","بِاَنِّيْٓ","যেহেতু"
"62","1","4","اَشْهَدُ","আমি সাক্ষ্য দিচ্ছি"
"62","1","5","اَنَّكَ","নিশ্চয়"
"62","1","6","اَنْتَ","আপনি"
"62","1","7","اللّٰهُ","আল্লাহ"
"62","1","8","لَآ","নাই (কোনো)"
"62","1","9","اِلٰهَ","মাবুদ/ইলাহ"
"62","1","10","اِلَّآ","ছাড়া"
"62","1","11","اَنْتَ","আপনি"
"62","1","12","الْاَحَدُ","এক/অদ্বিতীয়"
"62","1","13","الصَّمَدُ","অমুখাপেক্ষী"
"62","1","14","الَّذِيْ","যিনি"
"62","1","15","لَمْ","নাই"
"62","1","16","يَلِدْ","জন্ম দেন"
"62","1","17","وَلَمْ","এবং নাই"
"62","1","18","يُوْلَدْ","জন্ম নেন"
"62","1","19","وَلَمْ","এবং নেই"
"62","1","20","يَكُنْ","(হয়)"
"62","1","21","لَّهٗ","তার"
"62","1","22","كُفُوًا","সমতুল্য/সমকক্ষ"
"62","1","23","اَحَدٌ","কেউ"
"63","1","0","اَسْتَغْفِرُ","আমি ক্ষমা প্রার্থনা করছি"
"63","1","1","اللّٰهَ","আল্লাহর নিকট"
"63","2","0","اَللّٰهُمَّ","হে আল্লাহ"
"63","2","1","اَنْتَ","আপনি"
"63","2","2","السَّلَامُ،","শান্তিময়"
"63","2","3","وَمِنْكَ","এবং আপনার নিকট থেকে বর্ষিত হয়"
"63","2","4","السَّلَامُ،","শান্তি"
"63","2","5","تَبَارَكْتَ","আপনি বরকতময়"
"63","2","6","يَا","হে"
"63","2","7","ذَا","অধিকারী"
"63","2","8","الْجَلَالِ","মহিমাময়"
"63","2","9","وَالْاِكْرَامِ","ও সম্মানের"
"64","1","0","لَآ","নাই (কোনো)"
"64","1","1","اِلٰهَ","মাবুদ/ইলাহ"
"64","1","2","اِلَّا","ছাড়া"
"64","1","3","اللّٰهُ","আল্লাহ"
"64","1","4","وَحْدَهٗ","এবং তিনি এক"
"64","1","5","لَا","নাই"
"64","1","6","شَرِيْكَ","শরীক/অংশীদার"
"64","1","7","لَهٗ،","তাঁর"
"64","1","8","لَهُ","তাঁরই"
"64","1","9","الْمُلْكُ","রাজত্ব"
"64","1","10","وَلَهُ","এবং তাঁর"
"64","1","11","الْحَمْدُ","সমস্ত প্রশংসাও"
"64","1","12","وَهُوَ","এবং তিনি"
"64","1","13","عَلٰى","উপর"
"64","1","14","كُلِّ","সকল"
"64","1","15","شَيْءٍ","কিছুর"
"64","1","16","قَدِيْرٌ","মহাপ্রতাপশালী/ক্ষমতাবান"
"64","2","0","اَللّٰهُمَّ","হে আল্লাহ,"
"64","2","1","لَا","কেউ নেই"
"64","2","2","مَانِعَ","আটকানোর"
"64","2","3","لِمَآ","যা"
"64","2","4","اَعْطَيْتَ،","আপনি প্রদান করেছেন"
"64","2","5","وَلَا","এবং নেই"
"64","2","6","مُعْطِيَ","কেউ প্রদান করার"
"64","2","7","لِمَا","যা"
"64","2","8","مَنَعْتَ،","আপনি বিরত রেখেছেন"
"64","2","9","وَلَا","এবং না"
"64","2","10","يَنْفَعُ","উপকারে আসবে"
"64","2","11","ذَا","কোনো"
"64","2","12","الْجَدِّ","ক্ষমতাশালীর"
"64","2","13","مِنْكَ","আপনার কাছে"
"64","2","14","الْجَدُّ","ক্ষমতা"
"65","1","0","لَآ","নাই (কোনো)"
"65","1","1","اِلٰهَ","মাবুদ/ইলাহ"
"65","1","2","اِلَّا","ছাড়া"
"65","1","3","اللّٰهُ","আল্লাহ"
"65","1","4","وَحْدَهٗ","তিনি এক"
"65","1","5","لَا","নাই"
"65","1","6","شَرِيْكَ","শরীক/অংশীদার"
"65","1","7","لَهٗ،","তাঁর"
"65","1","8","لَهُ","তাঁরই"
"65","1","9","الْمُلْكُ،","রাজত্ব"
"65","1","10","وَلَهُ","এবং তাঁর"
"65","1","11","الْحَمْدُ،","সমস্ত প্রশংসাও"
"65","1","12","وَهُوَ","এবং তিনি"
"65","1","13","عَلٰى","উপর"
"65","1","14","كُلِّ","সকল"
"65","1","15","شَيْءٍ","কিছুর"
"65","1","16","قَدِيْرٌ،","মহাপ্রতাপশালী/ক্ষমতাবান"
"65","1","17","لَا","নেই (কোনো)"
"65","1","18","حَوْلَ","সামর্থ্য/ক্ষমতা"
"65","1","19","وَلَا","এবং নেই"
"65","1","20","قُوَّةَ","শক্তি"
"65","1","21","اِلَّا","ব্যতীত"
"65","1","22","بِاللّٰهِ،","আল্লাহ"
"65","1","23","لَآ","নাই (কোনো)"
"65","1","24","اِلٰهَ","মাবুদ/ইলাহ"
"65","1","25","اِلَّا","ছাড়া"
"65","1","26","اللّٰهُ،","আল্লাহ"
"65","1","27","وَلَا","এবং না"
"65","1","28","نَعْبُدُ","আমরা ইবাদত করি"
"65","1","29","اِلَّا","ছাড়া"
"65","1","30","اِيَّاهُ،","শুধু তাঁকে"
"65","1","31","لَهُ","তাঁরই"
"65","1","32","النِّعْمَةُ","নেয়ামতসমূহ"
"65","1","33","وَلَهُ","এবং তাঁর"
"65","1","34","الْفَضْلُ","যাবতীয় অনুগ্রহ"
"65","1","35","وَلَهُ","এবং তাঁরই"
"65","1","36","الثَّنَاءُ","প্রশংসা"
"65","1","37","الْحَسَنُ،","উত্তম"
"65","1","38","لَآ","নাই"
"65","1","39","اِلٰهَ","মাবুদ/ইলাহ"
"65","1","40","اِلَّا","ছাড়া"
"65","1","41","اللّٰهُ","আল্লাহ"
"65","1","42","مُخْلِصِيْنَ","একনিষ্ঠভাবে (মান্য করি )"
"65","1","43","لَهُ","তাঁর"
"65","1","44","الدِّيْنَ","ধর্ম/জীবনব্যবস্থাকে"
"65","1","45","وَلَوْ","যদিও"
"65","1","46","كَرِهَ","অপছন্দ করে"
"65","1","47","الْكَافِرُوْنَ","কাফেররা"
"66","1","0","سُبْحَانَ","পবিত্রতা ঘোষণা করছি"
"66","1","1","اللّٰهِ،","আল্লাহর"
"66","1","2","وَالْحَمْدُ","এবং সকল প্রশংসা"
"66","1","3","لِلّٰهِ،","আল্লাহর জন্য"
"66","1","4","وَاللّٰهُ","এবং আল্লাহ"
"66","1","5","اَكْبَرُ","সর্বশ্রেষ্ঠ"
"66","2","0","لَآ","নাই (কোনো)"
"66","2","1","اِلٰهَ","মাবুদ/ইলাহ"
"66","2","2","اِلَّا","ছাড়া"
"66","2","3","اللّٰهُ","আল্লাহ"
"66","2","4","وَحْدَهٗ","তিনি এক"
"66","2","5","لَا","নাই"
"66","2","6","شَرِيْكَ","শরীক/অংশীদার"
"66","2","7","لَهٗ،","তাঁর"
"66","2","8","لَهُ","তাঁরই"
"66","2","9","الْمُلْكُ","রাজত্ব"
"66","2","10","وَلَهُ","এবং তাঁর"
"66","2","11","الْحَمْدُ","সমস্ত প্রশংসাও"
"66","2","12","وَهُوَ","এবং তিনি"
"66","2","13","عَلٰى","উপর"
"66","2","14","كُلِّ","সকল"
"66","2","15","شَيْءٍ","কিছুর"
"66","2","16","قَدِيْرٌ","মহাপ্রতাপশালী/ক্ষমতাবান"
"67","1","0","﷽","পরম করুণাময় অতি দয়ালু আল্লাহর নামে (শুরু করছি)"
"67","1","1","
قُلْ","বলুন"
"67","1","2","هُوَ","তিনি"
"67","1","3","اللّٰهُ","আল্লাহ"
"67","1","4","اَحَدٌ‌","এক, অদ্বিতীয়"
"67","1","5","ۚ‏﴿١﴾","(১)"
"67","1","6","اَللّٰهُ","আল্লাহ"
"67","1","7","الصَّمَدُ‌","অমুখাপেক্ষী, অভাবমুক্ত"
"67","1","8","ۚ‏﴿٢﴾","(২)"
"67","1","9","لَمْ","নি"
"67","1","10","يَلِدْ","তিনি কাউকে জন্ম দেন"
"67","1","11","ۙوَلَمْ","এবং নি"
"67","1","12","يُوْلَدْ","কেউ তাঁকে জন্ম দেয়"
"67","1","13","ۙ‏﴿٣﴾","(৩)"
"67","1","14","وَلَمْ","এবং নাই"
"67","1","15","يَكُنْ","(হয়)"
"67","1","16","لَّهٗ","তাঁর"
"67","1","17","كُفُوًا","সমতূল্য/সমকক্ষ"
"67","1","18","اَحَدٌ","কেউ"
"67","1","19","﴿٤﴾‏‏","(৪)"
"67","2","0","﷽","পরম করুণাময় অতি দয়ালু আল্লাহর নামে (শুরু করছি)"
"67","2","1","
قُلْ","বলুুন"
"67","2","2","اَعُوْذُ","আমি আশ্রয় গ্রহণ করছি/চাই"
"67","2","3","بِرَبِّ","পালনকর্তার"
"67","2","4","الْفَلَقِۙ‏","ভোর/প্রভাতের"
"67","2","5","﴿١﴾","(১)"
"67","2","6","مِنْ","থেকে"
"67","2","7","شَرِّ","অনিষ্ট"
"67","2","8","مَا","যা"
"67","2","9","خَلَقَۙ‏","তিনি সৃষ্টি করেছেন"
"67","2","10","﴿٢﴾","(২)"
"67","2","11","وَمِنْ","এবং হতে"
"67","2","12","شَرِّ","অনিষ্ট"
"67","2","13","غَاسِقٍ","অন্ধকার রাত্রির"
"67","2","14","اِذَا","যখন"
"67","2","15","وَقَبَۙ‏","আচ্ছন্ন হয়"
"67","2","16","﴿٣﴾","(৩)"
"67","2","17","وَمِنْ","এবং থেকে"
"67","2","18","شَرِّ","অনিষ্ট"
"67","2","19","النَّفّٰثٰتِ","ফুঁৎকার প্রদানকারীর"
"67","2","20","فِى","মধ্যে"
"67","2","21","الْعُقَدِۙ‏","গ্রন্থি/গীরা"
"67","2","22","﴿٤﴾","(৪)"
"67","2","23","وَمِنْ","এবং থেকে"
"67","2","24","شَرِّ","অনিষ্ট"
"67","2","25","حَاسِدٍ","হিংসুকের"
"67","2","26","اِذَا","যখন"
"67","2","27","حَسَدَ","সে হিংসা করে"
"67","2","28","﴿٥﴾","(৫)"
"67","3","0","﷽","পরম করুণাময় অতি দয়ালু আল্লাহর নামে (শুরু করছি)"
"67","3","1","
قُلْ","বলুন"
"67","3","2","اَعُوْذُ","আমি আশ্রয় গ্রহণ করছি/চাই"
"67","3","3","بِرَبِّ","পালনকর্তার"
"67","3","4","النَّاسِۙ‏","মানুষের"
"67","3","5","﴿١﴾","(১)"
"67","3","6","مَلِكِ","মালিক/বাদশাহ/অধিপতি"
"67","3","7","النَّاسِۙ‏","মানুষের"
"67","3","8","﴿٢﴾","(২)"
"67","3","9","اِلٰهِ","উপাস্য/মা'বুদের"
"67","3","10","النَّاسِۙ‏","মানুষের"
"67","3","11","﴿٣﴾","(৩)"
"67","3","12","مِنْ","থেকে"
"67","3","13","شَرِّ","অনিষ্ট"
"67","3","14","الْوَسْوَاسِ ۙ","কুপরামর্শর/কুমন্ত্রণার"
"67","3","15","الْخَـنَّاسِ","আত্নগোপনকারী"
"67","3","16","ۙ‏﴿٤﴾","(৪)"
"67","3","17","الَّذِىْ","যে"
"67","3","18","يُوَسْوِسُ","কুপরামর্শ/কুমন্ত্রণা দেয়"
"67","3","19","فِىْ","মধ্যে"
"67","3","20","صُدُوْرِ","অন্তরের"
"67","3","21","النَّاسِۙ‏","মানুষের"
"67","3","22","﴿٥﴾","(৫)"
"67","3","23","مِنَ","মধ্য থেকে"
"67","3","24","الْجِنَّةِ","জ্বিনের"
"67","3","25","وَالنَّاسِ","এবং মানুষের"
"67","3","26","﴿٦﴾","(৬)"
"68","1","0","اللّٰهُ","আল্লাহ্"
"68","1","1","لَآ","নেই"
"68","1","2","اِلٰهَ","ইলাহ্/উপাস্য"
"68","1","3","اِلَّا","ছাড়া"
"68","1","4","هُوَ","তিনি"
"68","1","5","الْحَـىُّ","চিরঞ্জীব"
"68","1","6","الْقَيُّوْمُ","চিরস্থায়ী/শাশ্বত সত্তা"
"68","2","0","لَا","না"
"68","2","1","تَاْخُذُهٗ","তাঁকে স্পর্শ করতে পারে"
"68","2","2","سِنَةٌ","তন্দ্রা"
"68","2","3","وَّلَا","এবং না"
"68","2","4","نَوْمٌ‌","নিদ্রা"
"68","3","0","لَهٗ","তাঁর জন্য"
"68","3","1","مَا","যা কিছু"
"68","3","2","فِى","মধ্যে আছে"
"68","3","3","السَّمٰوٰتِ","আসমানসমূহে"
"68","3","4","وَمَا","এবং যা কিছু"
"68","3","5","فِى","মধ্যে আছে"
"68","3","6","الْاَرْضِ","যমীনে"
"68","4","0","مَنْ","কে"
"68","4","1","ذَا","সে (এমন )"
"68","4","2","الَّذِىْ","যিনি"
"68","4","3","يَشْفَعُ","সুপারিশ করবে"
"68","4","4","عِنْدَهٗٓ","তাঁর কাছে/নিকট"
"68","4","5","اِلَّا","ব্যতীত"
"68","4","6","بِاِذْنِهٖ‌","তাঁর অনুমতি"
"68","5","0","يَعْلَمُ","তিনি জানেন"
"68","5","1","مَا","যা কিছু আছে"
"68","5","2","بَيْنَ","মধ্যে"
"68","5","3","اَيْدِيْهِمْ","তাদের সামনে"
"68","5","4","وَمَا","এবং যা কিছু"
"68","5","5","خَلْفَهُمْ‌","তাদের পিছনে"
"68","6","0","وَلَا","এবং না"
"68","6","1","يُحِيْطُوْنَ","তারা আয়ত্ব করতে পারে"
"68","6","2","بِشَىْءٍ","কোনো কিছুই"
"68","6","3","مِّنْ","থেকে"
"68","6","4","عِلْمِهٖٓ","তাঁর জ্ঞান"
"68","6","5","اِلَّا","ছাড়া"
"68","6","6","بِمَا","যা"
"68","6","7","شَاۤءَ","তিনি চান"
"68","7","0","وَسِعَ","বিস্তৃত/পরিব্যাপ্ত"
"68","7","1","كُرْسِيُّهُ","তাঁর সিংহাসন (কর্তৃত্ব)"
"68","7","2","السَّمٰوٰتِ","আসমানসমূহে"
"68","7","3","وَالْاَرْضَ","এবং যমীনে"
"68","8","0","وَلَا","এবং না"
"68","8","1","يَـئُوْدُهٗ","তাঁকে ক্লান্ত/পরিশ্রান্ত করে"
"68","8","2","حِفْظُهُمَا","এ দুটোর রক্ষণাবেক্ষণ"
"68","9","0","وَهُوَ","এবং তিনি"
"68","9","1","الْعَلِىُّ","সর্বোচ্চ/সুউচ্চ (সত্তা)"
"68","9","2","الْعَظِيْمُ‏","সুমহান"
"69","1","0","لَآ","নাই (কোনো)"
"69","1","1","اِلٰهَ","মাবুদ/ইলাহ"
"69","1","2","اِلَّا","ছাড়া"
"69","1","3","اللّٰهُ","আল্লাহ"
"69","1","4","وَحْدَهٗ","এবং তিনি এক"
"69","1","5","لَا","নাই"
"69","1","6","شَرِيْكَ","শরীক/অংশীদার"
"69","1","7","لَهٗ،","তাঁর"
"69","1","8","لَهُ","তাঁরই"
"69","1","9","الْمُلْكُ","রাজত্ব"
"69","1","10","وَلَهُ","ও তাঁর"
"69","1","11","الْحَمْدُ","সমস্ত প্রশংসাও"
"69","1","12","يُحْيِيْ","তিনিই জীবিত করেন"
"69","1","13","وَيُمِيْتُ","এবং মৃত্যু দান করেন"
"69","1","14","وَهُوَ","এবং তিনি"
"69","1","15","عَلٰى","উপর"
"69","1","16","كُلِّ","সকল"
"69","1","17","شَيْءٍ","কিছুর"
"69","1","18","قَدِيْرٌ","মহাপ্রতাপশালী/ক্ষমতাবান"
"70","1","0","اَللّٰهُمَّ","হে আল্লাহ!"
"70","1","1","اِنِّيْٓ","নিশ্চয় আমি"
"70","1","2","اَسْاَلُكَ","আপনার নিকট চাই"
"70","1","3","عِلْمًا","জ্ঞান"
"70","1","4","نَافِعًا،","উপকারী"
"70","1","5","وَرِزْقًا","এবং রিযিক"
"70","1","6","طَيِّبًا،","পবিত্র"
"70","1","7","وَعَمَلًا","এবং আমল"
"70","1","8","مُتَقَبَّلًا","কবুলযোগ্য"
"71","1","0","اَللّٰهُمَّ","হে আল্লাহ!"
"71","1","1","اِنِّيْٓ","নিশ্চয় আমি"
"71","1","2","اَسْتَخِيْرُكَ","আপনার নিকট কল্যাণ/উপদেশ/পরামর্শ (কামনাকরছি )"
"71","1","3","بِعِلْمِكَ،","আপনার জ্ঞানের সাহায্যে"
"71","1","4","وَاَسْتَقْدِرُكَ","এবং আপনার নিকট শক্তি/সাহায্য কামনা করছি"
"71","1","5","بِقُدْرَتِكَ،","আপনার ক্ষমতা/কুদরতের সাহায্যে"
"71","1","6","وَاَسْاَلُكَ","এবং আপনার নিকট প্রার্থনা করছি"
"71","1","7","مِنْ","থেকে"
"71","1","8","فَضْلِكَ","(আপনার) অনুগ্রহের"
"71","1","9","العَظِيْمِ","মহান"
"71","2","0","فَاِنَّكَ","কেননা নিশ্চয় আপনিই"
"71","2","1","تَقْدِرُ","শক্তিধর/সক্ষম"
"71","2","2","وَلَآ","এবং না"
"71","2","3","اَقْدِرُ،","আমি সক্ষম"
"71","2","4","وَتَعْلَمُ","এবং আপনি জানেন"
"71","2","5","وَلَآ","এবং না"
"71","2","6","اَعْلَمُ،","আমি জানি"
"71","2","7","وَاَنْتَ","এবং আপনি"
"71","2","8","عَلَّامُ","মহাজ্ঞানী"
"71","2","9","الْغُيُوْبِ","গায়েবী/অদৃশ্য সম্পর্কে"
"71","3","0","اَللّٰهُمَّ","হে আল্লাহ!"
"71","3","1","اِنْ","যদি"
"71","3","2","كُنْتَ","অনুযায়ী"
"71","3","3","تَعْلَمُ","আপনার জ্ঞান"
"71","3","4","اَنَّ","নিশ্চয়"
"71","3","5","هٰذَا","এই"
"71","3","6","الْاَمْرَ","কাজটি"
"71","3","7","(وَيُسَمِّي","মনে মনে উল্লেখ করুন"
"71","3","8","حَاجَتَهٗ)","প্রয়োজন"
"71","3","9","خَيْرٌ","উত্তম/কল্যাণকর হয়"
"71","3","10","لِّيْ","জন্য"
"71","3","11","فِيْ","এর"
"71","3","12","دِيْنِيْ","আমার দ্বীন"
"71","3","13","وَمَعَاشِيْ","এবং আমার জীবন"
"71","3","14","وَعَاقِبَةِ","এবং পরকালের"
"71","3","15","اَمْرِيْ،","আমার কাজের"
"71","3","16","فَاقْدُرْهُ","তাহলে তা নির্ধারিত করুন"
"71","3","17","لِيْ","আমার জন্য"
"71","3","18","وَيَسِّرْهُ","ও সহজ করে দিন"
"71","3","19","لِيْ","আমার জন্য"
"71","3","20","ثُمَّ","অতঃপর"
"71","3","21","بَارِكْ","বরকত দান করুন"
"71","3","22","لِيْ","আমার জন্য"
"71","3","23","فِيْهِ","ইহাতে"
"71","4","0","وَاِنْ","এবং যদি"
"71","4","1","كُنْتَ","অনুযায়ী"
"71","4","2","تَعْلَمُ","আপনার জ্ঞান"
"71","4","3","اَنَّ","নিশ্চয়"
"71","4","4","هٰذَا","এই"
"71","4","5","الْاَمْرَ","কাজটি"
"71","4","6","شَرٌّ","মন্দ/অকল্যাণকর হয়"
"71","4","7","لِيْ","জন্য"
"71","4","8","فِيْ","এর"
"71","4","9","دِيْنِيْ","আমার দ্বীন"
"71","4","10","وَمَعَاشِيْ","এবং আমার জীবন"
"71","4","11","وَعَاقِبَةِ","এবং পরকালের"
"71","4","12","اَمْرِيْ","আমার কাজের"
"71","4","13","فَاصْرِفْهُ","তা প্রত্যাহার/সরিয়ে রাখুন"
"71","4","14","عَنِّيْ","আমার হতে"
"71","4","15","وَاصْرِفْنِيْ","এবং দূরে সরিয়ে রাখুন"
"71","4","16","عَنْهُ","আমাকে তা থেকে"
"71","4","17","وَاقْدُرْ","এবং নির্ধারিত করুন"
"71","4","18","لِيَ","আমার জন্য"
"71","4","19","الْخَيْرَ","যা উত্তম/কল্যাণকর"
"71","4","20","حَيْثُ","যেখানেই"
"71","4","21","كَانَ،","থাকুক"
"71","4","22","ثُمَّ","অতঃপর"
"71","4","23","اَرْضِنِيْ","সন্তুষ্ট রাখুন"
"71","4","24","بِهٖ","আমাকে তাতেই"
"71","5","0","وَشَاوِرْهُمْ","এবং পরামর্শ কর তাদের (সাথে)"
"71","5","1","فِي","ক্ষেত্রে"
"71","5","2","الْاَمْرِ","কাজের"
